id,Nombre,Apellido,Email,ciclo_1,ciclo_2,ciclo_3,Email.1,apps usadas
Laura,Miller,laura.miller.326@gslingacademy.com,14.8,17.0,17.2,,,
Steven,Barrett,steven.barrett.327@gslingacademy.com,14.0,19.8,14.0,,,
Miranda,Ruiz,miranda.ruiz.328@gslingacademy.com,15.2,19.8,16.4,,,
Matthew,Anderson,matthew.anderson.329@gslingacademy.com,13.2,16.4,12.0,,,
Kenneth,Flores,kenneth.flores.330@gslingacademy.com,16.0,13.0,18.8,,,
Sydney,Johnson,sydney.johnson.331@gslingacademy.com,17.6,17.0,12.0,,,
Carla,Lewis,carla.lewis.332@gslingacademy.com,15.6,17.6,14.8,,,
Jeffrey,Shannon,jeffrey.shannon.333@gslingacademy.com,16.0,15.6,19.2,,,
Angela,Park,angela.park.334@gslingacademy.com,19.6,17.2,14.6,,,
Brandon,Smith,brandon.smith.335@gslingacademy.com,19.4,12.0,16.8,,,
Kenneth,Moody,kenneth.moody.336@gslingacademy.com,14.8,13.8,12.6,,,
Scott,Hughes,scott.hughes.337@gslingacademy.com,19.4,16.6,14.8,,,
Cody,Jimenez,cody.jimenez.338@gslingacademy.com,13.4,18.4,15.0,,,
Allen,Farmer,allen.farmer.339@gslingacademy.com,13.8,12.4,20.0,,,
James,Young,james.young.340@gslingacademy.com,16.8,16.6,20.0,,,
Laura,Dawson,laura.dawson.341@gslingacademy.com,14.2,18.0,15.0,,,
Donald,Carson,donald.carson.342@gslingacademy.com,14.4,15.4,12.2,,,
Wayne,Lane,wayne.lane.343@gslingacademy.com,14.2,16.6,19.2,,,
Robert,Johnson,robert.johnson.344@gslingacademy.com,18.6,15.8,12.8,,,
Melissa,Le,melissa.le.345@gslingacademy.com,18.0,17.6,19.0,,,
David,Rice,david.rice.346@gslingacademy.com,10.8,11.8,17.0,,,
Dawn,Gomez,dawn.gomez.347@gslingacademy.com,20.0,19.0,13.6,,,
Ricky,Nichols,ricky.nichols.348@gslingacademy.com,14.8,16.4,17.2,,,
Henry,Pitts,henry.pitts.349@gslingacademy.com,17.2,18.2,16.0,,,
Christopher,Price,christopher.price.350@gslingacademy.com,12.4,13.2,19.2,,,
Aimee,Adams,aimee.adams.351@gslingacademy.com,15.0,18.4,12.2,,,
Tammy,Barry,tammy.barry.352@gslingacademy.com,17.8,12.0,17.0,,,
Ryan,Hull,ryan.hull.353@gslingacademy.com,15.4,18.6,16.6,,,
Samuel,Jackson,samuel.jackson.354@gslingacademy.com,13.6,19.4,12.2,,,
Joshua,Smith,joshua.smith.355@gslingacademy.com,18.2,14.6,17.6,,,
Sydney,Stevenson,sydney.stevenson.356@gslingacademy.com,12.0,10.4,16.4,,,
Christopher,Rios,christopher.rios.357@gslingacademy.com,17.6,15.4,12.4,,,
Brenda,Collins,brenda.collins.358@gslingacademy.com,14.8,16.4,13.4,,,
Diana,Griffin,diana.griffin.359@gslingacademy.com,16.8,15.4,15.8,,,
Gary,Gray,gary.gray.360@gslingacademy.com,19.8,12.8,16.6,,,
Kimberly,Torres,kimberly.torres.361@gslingacademy.com,19.0,14.0,17.4,,,
Jeffrey,Booker,jeffrey.booker.362@gslingacademy.com,13.2,19.6,19.4,,,
Nicole,Buchanan,nicole.buchanan.363@gslingacademy.com,19.8,18.2,19.6,,,
Kristin,Johnson,kristin.johnson.364@gslingacademy.com,16.8,19.2,12.2,,,
Emily,Bell,emily.bell.365@gslingacademy.com,9.8,18.6,15.0,,,
Francis,Nelson,francis.nelson.366@gslingacademy.com,13.0,18.8,19.2,,,
Tracy,Harris,tracy.harris.367@gslingacademy.com,19.2,17.2,17.8,,,
Sheila,Sosa,sheila.sosa.368@gslingacademy.com,12.0,15.8,15.8,,,
Ashley,Mendez,ashley.mendez.369@gslingacademy.com,11.8,19.0,16.0,,,
Matthew,Griffin,matthew.griffin.370@gslingacademy.com,13.2,12.0,15.2,,,
Timothy,Mann,timothy.mann.371@gslingacademy.com,13.8,13.8,16.2,,,
Christine,Foster,christine.foster.372@gslingacademy.com,14.6,15.4,12.2,,,
Julie,Yates,julie.yates.373@gslingacademy.com,19.8,11.6,18.8,,,
William,Ballard,william.ballard.374@gslingacademy.com,15.4,19.4,19.2,,,
Kristen,Adams,kristen.adams.375@gslingacademy.com,13.8,14.6,16.0,,,
Chelsea,Mitchell,chelsea.mitchell.376@gslingacademy.com,14.2,18.0,18.0,,,
Patrick,Everett,patrick.everett.377@gslingacademy.com,13.6,15.8,13.6,,,
Carla,Parker,carla.parker.378@gslingacademy.com,15.2,12.6,14.2,,,
Casey,Galvan,casey.galvan.379@gslingacademy.com,12.0,19.8,18.6,,,
Eric,Moran,eric.moran.380@gslingacademy.com,18.6,12.6,19.6,,,
Tabitha,Hudson,tabitha.hudson.381@gslingacademy.com,15.2,18.8,12.0,,,
Lance,Salazar,lance.salazar.382@gslingacademy.com,16.8,14.8,12.4,,,
Melissa,Williamson,melissa.williamson.383@gslingacademy.com,15.8,14.8,12.2,,,
James,Castro,james.castro.384@gslingacademy.com,18.0,18.4,16.0,,,
Joseph,Johnson,joseph.johnson.385@gslingacademy.com,14.0,15.6,13.2,,,
Gene,Woodward,gene.woodward.386@gslingacademy.com,12.6,19.6,19.6,,,
Patricia,Watson,patricia.watson.387@gslingacademy.com,19.6,17.0,19.0,,,
John,Carey,john.carey.388@gslingacademy.com,20.0,15.4,15.2,,,
Sara,Cochran,sara.cochran.389@gslingacademy.com,13.2,12.8,17.6,,,
Jamie,Suarez,jamie.suarez.390@gslingacademy.com,17.2,18.8,17.8,,,
Steven,Frazier,steven.frazier.391@gslingacademy.com,19.6,17.8,19.2,,,
Nicholas,Hart,nicholas.hart.392@gslingacademy.com,15.4,14.4,14.4,,,
Cheryl,Arias,cheryl.arias.393@gslingacademy.com,15.6,18.8,17.0,,,
Marc,Brock,marc.brock.394@gslingacademy.com,15.2,11.6,16.8,,,
Timothy,Perez,timothy.perez.395@gslingacademy.com,13.2,14.8,19.2,,,
Courtney,Rodriguez,courtney.rodriguez.396@gslingacademy.com,17.2,17.0,14.6,,,
Samantha,Clark,samantha.clark.397@gslingacademy.com,11.2,14.6,19.0,,,
Francisco,Reilly,francisco.reilly.398@gslingacademy.com,16.0,16.0,16.8,,,
Denise,Young,denise.young.399@gslingacademy.com,15.8,13.2,13.2,,,
Darrell,Williams,darrell.williams.400@gslingacademy.com,19.0,17.6,12.4,,,
Andrew,Smith,andrew.smith.401@gslingacademy.com,19.2,15.4,12.0,,,
Teresa,Stafford,teresa.stafford.402@gslingacademy.com,17.8,18.4,15.2,,,
Cory,Harris,cory.harris.403@gslingacademy.com,13.6,17.0,15.6,,,
Douglas,Irwin,douglas.irwin.404@gslingacademy.com,13.4,13.6,14.4,,,
Deborah,Miller,deborah.miller.405@gslingacademy.com,12.0,17.2,12.4,,,
Autumn,Hernandez,autumn.hernandez.406@gslingacademy.com,15.8,15.4,13.6,,,
Paul,Serrano,paul.serrano.407@gslingacademy.com,14.0,17.8,15.2,,,
Matthew,Griffin,matthew.griffin.408@gslingacademy.com,13.8,18.4,15.4,,,
Evan,Holmes,evan.holmes.409@gslingacademy.com,16.0,18.8,14.8,,,
Cynthia,Baker,cynthia.baker.410@gslingacademy.com,18.8,17.4,17.0,,,
Sandra,Melendez,sandra.melendez.411@gslingacademy.com,18.6,17.0,15.0,,,
Claudia,Munoz,claudia.munoz.412@gslingacademy.com,17.4,17.8,12.2,,,
Christopher,Nguyen,christopher.nguyen.413@gslingacademy.com,19.4,18.4,18.0,,,
David,Jennings,david.jennings.414@gslingacademy.com,7.2,12.2,17.6,,,
Joel,Morris,joel.morris.415@gslingacademy.com,13.2,10.8,18.2,,,
Rhonda,Bradley,rhonda.bradley.416@gslingacademy.com,16.2,18.4,19.4,,,
Melissa,Brown,melissa.brown.417@gslingacademy.com,9.6,13.6,15.0,,,
Matthew,Kramer,matthew.kramer.418@gslingacademy.com,19.6,18.4,14.6,,,
Austin,Bass,austin.bass.419@gslingacademy.com,18.4,18.0,15.4,,,
Jennifer,West,jennifer.west.420@gslingacademy.com,19.0,18.0,19.0,,,
Patricia,Mccormick,patricia.mccormick.421@gslingacademy.com,13.8,15.4,17.4,,,
Sandra,Jacobs,sandra.jacobs.422@gslingacademy.com,16.4,18.2,19.2,,,
Jasmine,Clark,jasmine.clark.423@gslingacademy.com,6.2,19.8,16.8,,,
Jeffrey,Young,jeffrey.young.424@gslingacademy.com,18.2,13.6,14.2,,,
Jason,Hernandez,jason.hernandez.425@gslingacademy.com,15.2,13.6,19.0,,,
Christopher,Hamilton,christopher.hamilton.426@gslingacademy.com,19.0,17.6,16.6,,,
Monique,Peterson,monique.peterson.427@gslingacademy.com,13.0,17.8,13.8,,,
Jill,Sexton,jill.sexton.428@gslingacademy.com,18.6,16.8,13.8,,,
Jennifer,Kemp,jennifer.kemp.429@gslingacademy.com,16.2,17.4,15.2,,,
David,Harris,david.harris.430@gslingacademy.com,18.6,19.0,18.6,,,
Cheryl,Snyder,cheryl.snyder.431@gslingacademy.com,17.2,12.2,16.2,,,
Nathan,Armstrong,nathan.armstrong.432@gslingacademy.com,17.4,18.8,12.0,,,
Patrick,Ryan,patrick.ryan.433@gslingacademy.com,10.8,18.8,12.2,,,
Christian,Wilkins,christian.wilkins.434@gslingacademy.com,13.2,13.4,19.8,,,
Clinton,Martin,clinton.martin.435@gslingacademy.com,18.8,18.6,13.8,,,
Adriana,Sandoval,adriana.sandoval.436@gslingacademy.com,17.6,18.0,14.8,,,
Jeremy,Harvey,jeremy.harvey.437@gslingacademy.com,12.4,12.0,15.8,,,
Caitlin,Murillo,caitlin.murillo.438@gslingacademy.com,12.0,10.0,15.8,,,
Andrew,Green,andrew.green.439@gslingacademy.com,19.6,15.0,18.8,,,
Rodney,Bennett,rodney.bennett.440@gslingacademy.com,13.8,18.8,19.6,,,
Megan,Moyer,megan.moyer.441@gslingacademy.com,19.4,19.8,12.0,,,
Mathew,Burns,mathew.burns.442@gslingacademy.com,19.8,19.8,17.0,,,
Tammie,Stanley,tammie.stanley.443@gslingacademy.com,18.6,16.2,12.6,,,
James,Glover,james.glover.444@gslingacademy.com,13.0,18.8,13.4,,,
Michelle,Reeves,michelle.reeves.445@gslingacademy.com,7.8,19.0,16.4,,,
Rhonda,Hall,rhonda.hall.446@gslingacademy.com,18.2,15.4,19.8,,,
Matthew,Kidd,matthew.kidd.447@gslingacademy.com,12.6,16.4,16.6,,,
Joseph,Stone,joseph.stone.448@gslingacademy.com,15.8,13.0,17.8,,,
Jessica,Mendoza,jessica.mendoza.449@gslingacademy.com,18.6,17.4,19.2,,,
Susan,Brown,susan.brown.450@gslingacademy.com,15.2,19.4,17.2,,,
Lori,Ryan,lori.ryan.451@gslingacademy.com,12.8,17.0,14.4,,,
Ryan,Cruz,ryan.cruz.452@gslingacademy.com,19.6,15.0,17.6,,,
Nicholas,Johnson,nicholas.johnson.453@gslingacademy.com,19.2,15.4,19.2,,,
Joseph,Schmidt,joseph.schmidt.454@gslingacademy.com,18.4,17.2,17.4,,,
Daniel,Brown,daniel.brown.455@gslingacademy.com,18.4,19.8,19.4,,,
Harold,Vazquez,harold.vazquez.456@gslingacademy.com,20.0,13.8,14.2,,,
Lance,Parsons,lance.parsons.457@gslingacademy.com,14.4,12.0,13.8,,,
Jill,Mathews,jill.mathews.458@gslingacademy.com,13.6,17.8,15.4,,,
Crystal,Nguyen,crystal.nguyen.459@gslingacademy.com,16.4,13.8,20.0,,,
Susan,Perez,susan.perez.460@gslingacademy.com,19.0,18.0,19.8,,,
Brenda,Powers,brenda.powers.461@gslingacademy.com,17.6,17.4,12.4,,,
Samuel,Thompson,samuel.thompson.462@gslingacademy.com,16.6,15.8,12.4,,,
Taylor,Nelson,taylor.nelson.463@gslingacademy.com,19.2,19.2,17.8,,,
Kimberly,West,kimberly.west.464@gslingacademy.com,18.4,12.0,15.6,,,
Brad,Lee,brad.lee.465@gslingacademy.com,10.0,18.6,14.2,,,
Clayton,Green,clayton.green.466@gslingacademy.com,15.4,16.6,12.8,,,
Richard,Anderson,richard.anderson.467@gslingacademy.com,12.8,13.2,19.4,,,
Antonio,Flores,antonio.flores.468@gslingacademy.com,17.4,19.4,18.2,,,
Margaret,Mullins,margaret.mullins.469@gslingacademy.com,14.4,18.0,14.2,,,
Michael,Ball,michael.ball.470@gslingacademy.com,14.8,17.4,14.8,,,
Allen,Booth,allen.booth.471@gslingacademy.com,12.6,18.6,13.4,,,
Stephanie,Clark,stephanie.clark.472@gslingacademy.com,19.2,15.8,17.6,,,
Sharon,Nelson,sharon.nelson.473@gslingacademy.com,13.2,13.8,17.4,,,
Marco,Clark,marco.clark.474@gslingacademy.com,17.2,17.2,17.8,,,
Victor,Smith,victor.smith.475@gslingacademy.com,15.8,18.4,12.6,,,
Christina,Patterson,christina.patterson.476@gslingacademy.com,18.0,18.2,18.0,,,
Jerry,Knight,jerry.knight.477@gslingacademy.com,14.4,15.2,17.0,,,
Madison,Jacobs,madison.jacobs.478@gslingacademy.com,12.6,12.4,19.0,,,
Douglas,Watson,douglas.watson.479@gslingacademy.com,18.2,16.6,16.8,,,
Manuel,Barrett,manuel.barrett.480@gslingacademy.com,14.2,18.4,12.6,,,
Janet,Martin,janet.martin.481@gslingacademy.com,13.4,14.8,17.0,,,
Teresa,Flores,teresa.flores.482@gslingacademy.com,18.8,13.8,14.4,,,
Anthony,Mullins,anthony.mullins.483@gslingacademy.com,16.6,17.4,12.4,,,
Julie,Zamora,julie.zamora.484@gslingacademy.com,19.6,12.0,13.0,,,
Maria,Nguyen,maria.nguyen.485@gslingacademy.com,17.6,12.2,12.2,,,
Selena,Castro,selena.castro.486@gslingacademy.com,15.6,15.4,19.0,,,
Whitney,Miller,whitney.miller.487@gslingacademy.com,19.0,14.0,15.0,,,
Brenda,Mooney,brenda.mooney.488@gslingacademy.com,18.6,15.6,16.2,,,
Angela,Allen,angela.allen.489@gslingacademy.com,18.8,14.8,15.2,,,
Erica,Cohen,erica.cohen.490@gslingacademy.com,14.6,18.0,18.2,,,
Kelly,Sanders,kelly.sanders.491@gslingacademy.com,12.4,15.8,18.8,,,
Michael,Clark,michael.clark.492@gslingacademy.com,13.8,18.8,16.0,,,
Tammy,Fields,tammy.fields.493@gslingacademy.com,15.2,15.4,12.2,,,
Steven,Pennington,steven.pennington.494@gslingacademy.com,20.0,17.2,17.4,,,
Matthew,Chavez,matthew.chavez.495@gslingacademy.com,19.8,18.8,15.8,,,
Stephen,Gallagher,stephen.gallagher.496@gslingacademy.com,12.8,18.2,15.8,,,
Victoria,Anderson,victoria.anderson.497@gslingacademy.com,16.0,16.8,14.0,,,
Thomas,Schroeder,thomas.schroeder.498@gslingacademy.com,13.8,15.6,17.4,,,
Mark,Sanchez,mark.sanchez.499@gslingacademy.com,14.2,17.0,14.0,,,
Katelyn,Moses,katelyn.moses.500@gslingacademy.com,18.8,15.2,17.6,,,
Corey,Davis,corey.davis.501@gslingacademy.com,18.8,15.4,16.8,,,
Susan,Klein,susan.klein.502@gslingacademy.com,17.4,15.2,12.0,,,
John,Martinez,john.martinez.503@gslingacademy.com,17.2,17.8,20.0,,,
Kendra,Robertson,kendra.robertson.504@gslingacademy.com,14.4,18.4,14.0,,,
Tamara,Olson,tamara.olson.505@gslingacademy.com,13.6,15.0,18.0,,,
Sara,Frazier,sara.frazier.506@gslingacademy.com,18.2,13.0,19.2,,,
Morgan,Moore,morgan.moore.507@gslingacademy.com,18.4,19.8,17.6,,,
Eric,Snyder,eric.snyder.508@gslingacademy.com,15.2,14.0,12.8,,,
Paul,Hale,paul.hale.509@gslingacademy.com,16.8,16.2,16.4,,,
Dale,Martinez,dale.martinez.510@gslingacademy.com,12.0,15.4,15.4,,,
Sandra,Prince,sandra.prince.511@gslingacademy.com,16.8,19.0,13.0,,,
Dawn,Poole,dawn.poole.512@gslingacademy.com,12.6,16.4,16.0,,,
Emily,Jordan,emily.jordan.513@gslingacademy.com,19.0,18.4,19.0,,,
John,Owen,john.owen.514@gslingacademy.com,12.6,19.8,13.6,,,
Andrew,Best,andrew.best.515@gslingacademy.com,17.0,14.2,19.0,,,
Holly,Burns,holly.burns.516@gslingacademy.com,17.0,18.8,18.6,,,
Alicia,Rodriguez,alicia.rodriguez.517@gslingacademy.com,18.2,17.6,18.6,,,
Erin,Ray,erin.ray.518@gslingacademy.com,12.6,13.2,16.0,,,
Todd,Griffith,todd.griffith.519@gslingacademy.com,15.0,12.4,18.8,,,
Melinda,Payne,melinda.payne.520@gslingacademy.com,17.8,16.8,13.2,,,
Cynthia,Williams,cynthia.williams.521@gslingacademy.com,17.6,12.8,12.0,,,
Jenny,Washington,jenny.washington.522@gslingacademy.com,11.2,18.2,16.2,,,
Angela,Joyce,angela.joyce.523@gslingacademy.com,16.6,15.0,14.4,,,
William,Alvarado,william.alvarado.524@gslingacademy.com,10.6,11.8,13.2,,,
Michael,Mercer,michael.mercer.525@gslingacademy.com,19.2,15.0,18.6,,,
Erin,Miller,erin.miller.526@gslingacademy.com,12.6,11.4,18.0,,,
Robert,Heath,robert.heath.527@gslingacademy.com,19.6,14.2,17.8,,,
Deborah,Rojas,deborah.rojas.528@gslingacademy.com,11.0,10.0,12.8,,,
Diana,Jones,diana.jones.529@gslingacademy.com,18.2,19.2,17.4,,,
Meredith,Clark,meredith.clark.530@gslingacademy.com,12.6,16.8,19.8,,,
Christina,Garrett,christina.garrett.531@gslingacademy.com,18.8,19.8,18.8,,,
Daniel,Jackson,daniel.jackson.532@gslingacademy.com,20.0,17.6,15.8,,,
Bradley,Robinson,bradley.robinson.533@gslingacademy.com,17.0,11.0,15.2,,,
Phyllis,Schneider,phyllis.schneider.534@gslingacademy.com,17.8,15.4,13.2,,,
Thomas,Clark,thomas.clark.535@gslingacademy.com,18.4,11.4,12.2,,,
Gregory,Gonzalez,gregory.gonzalez.536@gslingacademy.com,13.0,15.6,16.6,,,
Michelle,Roth,michelle.roth.537@gslingacademy.com,15.4,17.6,15.0,,,
Christopher,Murphy,christopher.murphy.538@gslingacademy.com,18.4,16.2,17.8,,,
Mark,Davis,mark.davis.539@gslingacademy.com,16.2,14.4,19.6,,,
Lauren,Harrington,lauren.harrington.540@gslingacademy.com,13.6,19.4,14.6,,,
Michelle,Owens,michelle.owens.541@gslingacademy.com,17.8,15.2,14.0,,,
Scott,Weaver,scott.weaver.542@gslingacademy.com,19.8,19.0,19.8,,,
Monica,Williams,monica.williams.543@gslingacademy.com,11.2,15.8,19.6,,,
Kathryn,Hampton,kathryn.hampton.544@gslingacademy.com,15.8,13.2,19.2,,,
Christina,Shields,christina.shields.545@gslingacademy.com,18.4,17.6,20.0,,,
Andrew,Thomas,andrew.thomas.546@gslingacademy.com,17.0,17.6,15.0,,,
Holly,Sexton,holly.sexton.547@gslingacademy.com,11.6,10.2,16.0,,,
Christopher,Peterson,christopher.peterson.548@gslingacademy.com,16.8,16.8,17.2,,,
Eric,Murray,eric.murray.549@gslingacademy.com,17.0,19.4,19.4,,,
Kristina,Watson,kristina.watson.550@gslingacademy.com,12.8,12.6,16.4,,,
Greg,Martin,greg.martin.551@gslingacademy.com,18.0,18.2,19.0,,,
Paul,Shaffer,paul.shaffer.552@gslingacademy.com,19.4,19.6,19.6,,,
Alexander,Daniel,alexander.daniel.553@gslingacademy.com,19.6,16.6,17.4,,,
Carla,Davis,carla.davis.554@gslingacademy.com,13.2,18.0,18.2,,,
Chelsea,Clark,chelsea.clark.555@gslingacademy.com,13.4,16.2,13.2,,,
Justin,Douglas,justin.douglas.556@gslingacademy.com,18.8,18.6,17.2,,,
Charles,Reid,charles.reid.557@gslingacademy.com,17.8,18.6,17.0,,,
Courtney,Moreno,courtney.moreno.558@gslingacademy.com,15.4,15.4,19.0,,,
Justin,Mitchell,justin.mitchell.559@gslingacademy.com,13.8,16.0,19.6,,,
Bruce,Woods,bruce.woods.560@gslingacademy.com,12.8,15.2,13.2,,,
Christopher,Hines,christopher.hines.561@gslingacademy.com,13.2,12.2,14.4,,,
Theodore,Williams,theodore.williams.562@gslingacademy.com,19.8,17.8,14.2,,,
Jennifer,Valdez,jennifer.valdez.563@gslingacademy.com,14.2,14.2,16.8,,,
Alexandra,Day,alexandra.day.564@gslingacademy.com,18.4,18.2,14.2,,,
John,Pacheco,john.pacheco.565@gslingacademy.com,13.4,18.6,13.0,,,
Sherry,Brown,sherry.brown.566@gslingacademy.com,14.6,19.2,15.0,,,
Douglas,Clark,douglas.clark.567@gslingacademy.com,19.2,19.2,14.8,,,
Alex,Farmer,alex.farmer.568@gslingacademy.com,16.4,18.8,16.2,,,
Brandon,Gonzales,brandon.gonzales.569@gslingacademy.com,18.8,17.6,15.4,,,
Wayne,Trevino,wayne.trevino.570@gslingacademy.com,17.0,14.0,13.8,,,
Pamela,Horne,pamela.horne.571@gslingacademy.com,14.2,19.6,19.2,,,
Michael,Schaefer,michael.schaefer.572@gslingacademy.com,15.4,14.4,15.6,,,
Carlos,Ramirez,carlos.ramirez.573@gslingacademy.com,18.4,15.4,16.8,,,
Antonio,Lucero,antonio.lucero.574@gslingacademy.com,16.2,17.0,16.0,,,
Terry,Ashley,terry.ashley.575@gslingacademy.com,15.0,12.0,17.6,,,
Rita,Cochran,rita.cochran.576@gslingacademy.com,17.2,18.6,15.4,,,
Joseph,Gregory,joseph.gregory.577@gslingacademy.com,17.2,18.2,16.4,,,
Alexandra,Robinson,alexandra.robinson.578@gslingacademy.com,18.4,18.0,17.6,,,
Tina,Sparks,tina.sparks.579@gslingacademy.com,20.0,13.0,16.2,,,
Christopher,Buchanan,christopher.buchanan.580@gslingacademy.com,15.8,16.6,13.6,,,
Christina,Guerrero,christina.guerrero.581@gslingacademy.com,20.0,18.2,14.8,,,
Jessica,Hutchinson,jessica.hutchinson.582@gslingacademy.com,15.2,18.4,18.8,,,
Tyler,Carrillo,tyler.carrillo.583@gslingacademy.com,14.4,19.4,12.8,,,
Lindsay,Brady,lindsay.brady.584@gslingacademy.com,19.8,14.8,12.4,,,
Gary,Rivera,gary.rivera.585@gslingacademy.com,15.6,17.4,16.4,,,
Luke,Moore,luke.moore.586@gslingacademy.com,16.0,13.4,19.4,,,
Tanya,Green,tanya.green.587@gslingacademy.com,12.2,17.6,19.0,,,
Bryan,Lee,bryan.lee.588@gslingacademy.com,18.0,18.2,19.8,,,
Melanie,Bridges,melanie.bridges.589@gslingacademy.com,19.2,17.8,19.2,,,
Eric,Bowers,eric.bowers.590@gslingacademy.com,20.0,19.2,17.6,,,
Meredith,Reed,meredith.reed.591@gslingacademy.com,17.0,18.8,12.0,,,
David,Brown,david.brown.592@gslingacademy.com,14.2,17.0,17.4,,,
William,Johns,william.johns.593@gslingacademy.com,13.4,18.2,19.6,,,
Eric,Patton,eric.patton.594@gslingacademy.com,12.4,15.4,19.8,,,
Wendy,Warner,wendy.warner.595@gslingacademy.com,16.2,16.2,15.6,,,
Timothy,Powell,timothy.powell.596@gslingacademy.com,13.0,12.4,15.2,,,
Victoria,Thompson,victoria.thompson.597@gslingacademy.com,14.8,14.2,17.6,,,
Jeremy,Brown,jeremy.brown.598@gslingacademy.com,19.8,18.2,14.0,,,
Barbara,Schneider,barbara.schneider.599@gslingacademy.com,9.2,18.2,14.0,,,
Lindsay,Morales,lindsay.morales.600@gslingacademy.com,17.8,16.4,15.0,,,
Gary,Patel,gary.patel.601@gslingacademy.com,15.0,18.2,18.4,,,
Michelle,Ortiz,michelle.ortiz.602@gslingacademy.com,16.0,17.6,16.6,,,
Susan,Lynch,susan.lynch.603@gslingacademy.com,19.4,19.0,19.8,,,
Tammy,Hernandez,tammy.hernandez.604@gslingacademy.com,19.6,12.2,12.8,,,
Jennifer,Guerra,jennifer.guerra.605@gslingacademy.com,20.0,12.6,12.8,,,
Kelly,Schwartz,kelly.schwartz.606@gslingacademy.com,17.2,18.6,19.0,,,
Brittany,Orozco,brittany.orozco.607@gslingacademy.com,15.4,16.4,17.0,,,
Samantha,Alvarado,samantha.alvarado.608@gslingacademy.com,18.6,16.4,12.0,,,
Christopher,Anderson,christopher.anderson.609@gslingacademy.com,17.4,15.0,20.0,,,
William,Smith,william.smith.610@gslingacademy.com,16.8,18.4,16.4,,,
Courtney,Patterson,courtney.patterson.611@gslingacademy.com,13.2,18.6,18.8,,,
Kevin,Hess,kevin.hess.612@gslingacademy.com,16.8,17.8,17.4,,,
Melissa,Higgins,melissa.higgins.613@gslingacademy.com,13.4,17.2,14.2,,,
Elizabeth,Chavez,elizabeth.chavez.614@gslingacademy.com,19.0,19.6,17.8,,,
Mary,Taylor,mary.taylor.615@gslingacademy.com,14.4,19.8,13.0,,,
Joshua,Parker,joshua.parker.616@gslingacademy.com,15.8,12.0,18.4,,,
Joshua,Kelly,joshua.kelly.617@gslingacademy.com,10.0,18.0,12.6,,,
Travis,Ross,travis.ross.618@gslingacademy.com,18.0,18.2,17.6,,,
Kenneth,Buchanan,kenneth.buchanan.619@gslingacademy.com,18.2,16.8,17.0,,,
Ryan,Clarke,ryan.clarke.620@gslingacademy.com,20.0,17.2,18.6,,,
Gina,Solomon,gina.solomon.621@gslingacademy.com,11.0,12.8,14.0,,,
David,Madden,david.madden.622@gslingacademy.com,12.8,19.0,19.2,,,
William,Brennan,william.brennan.623@gslingacademy.com,13.2,14.2,13.2,,,
Judy,Mckenzie,judy.mckenzie.624@gslingacademy.com,12.4,19.0,18.0,,,
Logan,Lindsey,logan.lindsey.625@gslingacademy.com,15.4,17.8,14.0,,,
Kyle,Williams,kyle.williams.626@gslingacademy.com,13.0,17.8,19.0,,,
Mark,Padilla,mark.padilla.627@gslingacademy.com,12.8,13.0,12.8,,,
Eugene,Clark,eugene.clark.628@gslingacademy.com,8.6,13.6,13.4,,,
Sean,Wagner,sean.wagner.629@gslingacademy.com,14.2,12.2,12.4,,,
Christine,Larson,christine.larson.630@gslingacademy.com,18.4,16.4,18.2,,,
Melinda,Freeman,melinda.freeman.631@gslingacademy.com,13.0,17.8,12.8,,,
Elizabeth,Smith,elizabeth.smith.632@gslingacademy.com,14.6,17.2,17.6,,,
Walter,King,walter.king.633@gslingacademy.com,17.0,16.0,15.0,,,
Lisa,Bean,lisa.bean.634@gslingacademy.com,12.0,19.0,18.6,,,
Douglas,Hayes,douglas.hayes.635@gslingacademy.com,15.2,16.4,15.8,,,
Heather,Jefferson,heather.jefferson.636@gslingacademy.com,13.4,14.2,14.0,,,
Melinda,Byrd,melinda.byrd.637@gslingacademy.com,17.4,11.6,13.2,,,
Alexander,Burnett,alexander.burnett.638@gslingacademy.com,14.4,17.4,19.8,,,
Maria,Campos,maria.campos.639@gslingacademy.com,17.6,13.4,18.4,,,
Lindsey,Anthony,lindsey.anthony.640@gslingacademy.com,16.8,14.2,14.2,,,
Darryl,Schultz,darryl.schultz.641@gslingacademy.com,14.0,11.2,14.8,,,
Bethany,French,bethany.french.642@gslingacademy.com,18.6,12.2,19.2,,,
Tyler,Scott,tyler.scott.643@gslingacademy.com,9.4,17.0,14.2,,,
Patricia,Hall,patricia.hall.644@gslingacademy.com,17.0,16.0,13.6,,,
Ryan,Williams,ryan.williams.645@gslingacademy.com,15.4,19.6,20.0,,,
Levi,Mason,levi.mason.646@gslingacademy.com,15.0,13.6,16.6,,,
Michael,Vang,michael.vang.647@gslingacademy.com,19.4,18.8,13.6,,,
April,Humphrey,april.humphrey.648@gslingacademy.com,12.0,18.0,18.0,,,
Steven,Hancock,steven.hancock.649@gslingacademy.com,18.6,12.2,19.4,,,
Chelsea,Olson,chelsea.olson.650@gslingacademy.com,12.0,18.0,17.8,,,
Emily,Huang,emily.huang.651@gslingacademy.com,12.8,19.8,13.2,,,
Rachel,Jones,rachel.jones.652@gslingacademy.com,8.8,17.0,12.2,,,
